id,name_country_1,name_country_2,goals_country_1,goals_country_2,phase,phase_rank,date,home_city,home_country,world_cup,wikipedia
804,United States,Portugal,2,2,group,last_32,2014-06-22,Manaus,Brazil,2014,https://en.wikipedia.org/wiki/2014_FIFA_World_Cup
805,Australia,Spain,0,3,group,last_32,2014-06-23,Curitiba,Brazil,2014,https://en.wikipedia.org/wiki/2014_FIFA_World_Cup
806,Brazil,Cameroon,4,1,group,last_32,2014-06-23,Brasília,Brazil,2014,https://en.wikipedia.org/wiki/2014_FIFA_World_Cup
807,Croatia,Mexico,1,3,group,last_32,2014-06-23,Recife,Brazil,2014,https://en.wikipedia.org/wiki/2014_FIFA_World_Cup
808,Netherlands,Chile,2,0,group,last_32,2014-06-23,São Paulo,Brazil,2014,https://en.wikipedia.org/wiki/2014_FIFA_World_Cup
809,Costa Rica,England,0,0,group,last_32,2014-06-24,Belo Horizonte,Brazil,2014,https://en.wikipedia.org/wiki/2014_FIFA_World_Cup
810,Greece,Ivory Coast,2,1,group,last_32,2014-06-24,Fortaleza,Brazil,2014,https://en.wikipedia.org/wiki/2014_FIFA_World_Cup
811,Italy,Uruguay,0,1,group,last_32,2014-06-24,Natal,Brazil,2014,https://en.wikipedia.org/wiki/2014_FIFA_World_Cup
812,Japan,Colombia,1,4,group,last_32,2014-06-24,Cuiabá,Brazil,2014,https://en.wikipedia.org/wiki/2014_FIFA_World_Cup
813,Bosnia and Herzegovina,Iran,3,1,group,last_32,2014-06-25,Salvador,Brazil,2014,https://en.wikipedia.org/wiki/2014_FIFA_World_Cup
814,Ecuador,France,0,0,group,last_32,2014-06-25,Rio de Janeiro,Brazil,2014,https://en.wikipedia.org/wiki/2014_FIFA_World_Cup
815,Honduras,Switzerland,0,3,group,last_32,2014-06-25,Manaus,Brazil,2014,https://en.wikipedia.org/wiki/2014_FIFA_World_Cup
816,Nigeria,Argentina,2,3,group,last_32,2014-06-25,Porto Alegre,Brazil,2014,https://en.wikipedia.org/wiki/2014_FIFA_World_Cup
817,Algeria,Russia,1,1,group,last_32,2014-06-26,Curitiba,Brazil,2014,https://en.wikipedia.org/wiki/2014_FIFA_World_Cup
818,South Korea,Belgium,0,1,group,last_32,2014-06-26,São Paulo,Brazil,2014,https://en.wikipedia.org/wiki/2014_FIFA_World_Cup
819,Portugal,Ghana,2,1,group,last_32,2014-06-26,Brasília,Brazil,2014,https://en.wikipedia.org/wiki/2014_FIFA_World_Cup
820,United States,Germany,0,1,group,last_32,2014-06-26,Recife,Brazil,2014,https://en.wikipedia.org/wiki/2014_FIFA_World_Cup
821,Brazil,Chile,1,1,round_of_16,last_16,2014-06-28,Belo Horizonte,Brazil,2014,https://en.wikipedia.org/wiki/2014_FIFA_World_Cup
822,Colombia,Uruguay,2,0,round_of_16,last_16,2014-06-28,Rio de Janeiro,Brazil,2014,https://en.wikipedia.org/wiki/2014_FIFA_World_Cup
823,Costa Rica,Greece,1,1,round_of_16,last_16,2014-06-29,Recife,Brazil,2014,https://en.wikipedia.org/wiki/2014_FIFA_World_Cup
824,Netherlands,Mexico,2,1,round_of_16,last_16,2014-06-29,Fortaleza,Brazil,2014,https://en.wikipedia.org/wiki/2014_FIFA_World_Cup
825,France,Nigeria,2,0,round_of_16,last_16,2014-06-30,Brasília,Brazil,2014,https://en.wikipedia.org/wiki/2014_FIFA_World_Cup
826,Germany,Algeria,2,1,round_of_16,last_16,2014-06-30,Porto Alegre,Brazil,2014,https://en.wikipedia.org/wiki/2014_FIFA_World_Cup
827,Argentina,Switzerland,1,0,round_of_16,last_16,2014-07-01,São Paulo,Brazil,2014,https://en.wikipedia.org/wiki/2014_FIFA_World_Cup
828,Belgium,United States,2,1,round_of_16,last_16,2014-07-01,Salvador,Brazil,2014,https://en.wikipedia.org/wiki/2014_FIFA_World_Cup
829,Brazil,Colombia,2,1,quarterfinal,last_8,2014-07-04,Fortaleza,Brazil,2014,https://en.wikipedia.org/wiki/2014_FIFA_World_Cup
830,France,Germany,0,1,quarterfinal,last_8,2014-07-04,Rio de Janeiro,Brazil,2014,https://en.wikipedia.org/wiki/2014_FIFA_World_Cup
831,Argentina,Belgium,1,0,quarterfinal,last_8,2014-07-05,Brasília,Brazil,2014,https://en.wikipedia.org/wiki/2014_FIFA_World_Cup
832,Netherlands,Costa Rica,0,0,quarterfinal,last_8,2014-07-05,Salvador,Brazil,2014,https://en.wikipedia.org/wiki/2014_FIFA_World_Cup
833,Brazil,Germany,1,7,semifinal,last_4,2014-07-08,Belo Horizonte,Brazil,2014,https://en.wikipedia.org/wiki/2014_FIFA_World_Cup
834,Netherlands,Argentina,0,0,semifinal,last_4,2014-07-09,São Paulo,Brazil,2014,https://en.wikipedia.org/wiki/2014_FIFA_World_Cup
835,Brazil,Netherlands,0,3,final_3_4,last_3_4,2014-07-12,Brasília,Brazil,2014,https://en.wikipedia.org/wiki/2014_FIFA_World_Cup
836,Germany,Argentina,1,0,final,last_2,2014-07-13,Rio de Janeiro,Brazil,2014,https://en.wikipedia.org/wiki/2014_FIFA_World_Cup
837,Russia,Saudi Arabia,5,0,group,last_32,2018-06-14,Moscow,Russia,2018,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup
838,Egypt,Uruguay,0,1,group,last_32,2018-06-15,Ekaterinburg,Russia,2018,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup
839,Morocco,Iran,0,1,group,last_32,2018-06-15,Saint Petersburg,Russia,2018,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup
840,Portugal,Spain,3,3,group,last_32,2018-06-15,Sochi,Russia,2018,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup
841,France,Australia,2,1,group,last_32,2018-06-16,Kazan,Russia,2018,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup
842,Argentina,Iceland,1,1,group,last_32,2018-06-16,Moscow,Russia,2018,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup
843,Peru,Denmark,0,1,group,last_32,2018-06-16,Saransk,Russia,2018,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup
844,Croatia,Nigeria,2,0,group,last_32,2018-06-16,Kaliningrad,Russia,2018,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup
845,Costa Rica,Serbia,0,1,group,last_32,2018-06-17,Samara,Russia,2018,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup
846,Germany,Mexico,0,1,group,last_32,2018-06-17,Moscow,Russia,2018,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup
847,Brazil,Switzerland,1,1,group,last_32,2018-06-17,Rostov-on-Don,Russia,2018,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup
848,Sweden,South Korea,1,0,group,last_32,2018-06-18,Nizhny Novgorod,Russia,2018,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup
849,Belgium,Panama,3,0,group,last_32,2018-06-18,Sochi,Russia,2018,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup
850,Tunisia,England,1,2,group,last_32,2018-06-18,Volgograd,Russia,2018,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup
851,Colombia,Japan,1,2,group,last_32,2018-06-19,Saransk,Russia,2018,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup
852,Poland,Senegal,1,2,group,last_32,2018-06-19,Moscow,Russia,2018,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup
853,Russia,Egypt,3,1,group,last_32,2018-06-19,Saint Petersburg,Russia,2018,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup
854,Portugal,Morocco,1,0,group,last_32,2018-06-20,Moscow,Russia,2018,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup
855,Uruguay,Saudi Arabia,1,0,group,last_32,2018-06-20,Rostov-on-Don,Russia,2018,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup
856,Iran,Spain,0,1,group,last_32,2018-06-20,Kazan,Russia,2018,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup
857,Denmark,Australia,1,1,group,last_32,2018-06-21,Samara,Russia,2018,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup
858,France,Peru,1,0,group,last_32,2018-06-21,Ekaterinburg,Russia,2018,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup
859,Argentina,Croatia,0,3,group,last_32,2018-06-21,Nizhny Novgorod,Russia,2018,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup
860,Brazil,Costa Rica,2,0,group,last_32,2018-06-22,Saint Petersburg,Russia,2018,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup
861,Nigeria,Iceland,2,0,group,last_32,2018-06-22,Volgograd,Russia,2018,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup
862,Serbia,Switzerland,1,2,group,last_32,2018-06-22,Kaliningrad,Russia,2018,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup
863,Belgium,Tunisia,5,2,group,last_32,2018-06-23,Moscow,Russia,2018,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup
864,South Korea,Mexico,1,2,group,last_32,2018-06-23,Rostov-on-Don,Russia,2018,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup
865,Germany,Sweden,2,1,group,last_32,2018-06-23,Sochi,Russia,2018,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup
866,England,Panama,6,1,group,last_32,2018-06-24,Nizhny Novgorod,Russia,2018,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup
867,Japan,Senegal,2,2,group,last_32,2018-06-24,Ekaterinburg,Russia,2018,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup
868,Poland,Colombia,0,3,group,last_32,2018-06-24,Kazan,Russia,2018,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup
869,Russia,Uruguay,0,3,group,last_32,2018-06-25,Samara,Russia,2018,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup
870,Saudi Arabia,Egypt,2,1,group,last_32,2018-06-25,Volgograd,Russia,2018,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup
871,Spain,Morocco,2,2,group,last_32,2018-06-25,Kaliningrad,Russia,2018,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup
872,Iran,Portugal,1,1,group,last_32,2018-06-25,Saransk,Russia,2018,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup
873,Australia,Peru,0,2,group,last_32,2018-06-26,Sochi,Russia,2018,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup
874,Denmark,France,0,0,group,last_32,2018-06-26,Moscow,Russia,2018,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup
875,Nigeria,Argentina,1,2,group,last_32,2018-06-26,Saint Petersburg,Russia,2018,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup
876,Iceland,Croatia,1,2,group,last_32,2018-06-26,Rostov-on-Don,Russia,2018,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup
877,South Korea,Germany,2,0,group,last_32,2018-06-27,Kazan,Russia,2018,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup
878,Mexico,Sweden,0,3,group,last_32,2018-06-27,Ekaterinburg,Russia,2018,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup
879,Serbia,Brazil,0,2,group,last_32,2018-06-27,Moscow,Russia,2018,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup
880,Switzerland,Costa Rica,2,2,group,last_32,2018-06-27,Nizhny Novgorod,Russia,2018,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup
881,Japan,Poland,0,1,group,last_32,2018-06-28,Volgograd,Russia,2018,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup
882,Senegal,Colombia,0,1,group,last_32,2018-06-28,Samara,Russia,2018,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup
883,Panama,Tunisia,1,2,group,last_32,2018-06-28,Saransk,Russia,2018,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup
884,England,Belgium,0,1,group,last_32,2018-06-28,Kaliningrad,Russia,2018,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup
885,France,Argentina,4,3,round_of_16,last_16,2018-06-30,Kazan,Russia,2018,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup
886,Uruguay,Portugal,2,1,round_of_16,last_16,2018-06-30,Sochi,Russia,2018,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup
887,Russia,Spain,1,1,round_of_16,last_16,2018-07-01,Moscow,Russia,2018,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup
888,Croatia,Denmark,1,1,round_of_16,last_16,2018-07-01,Nizhny Novgorod,Russia,2018,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup
889,Brazil,Mexico,2,0,round_of_16,last_16,2018-07-02,Samara,Russia,2018,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup
890,Belgium,Japan,3,2,round_of_16,last_16,2018-07-02,Rostov-on-Don,Russia,2018,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup
891,Sweden,Switzerland,1,0,round_of_16,last_16,2018-07-03,Saint Petersburg,Russia,2018,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup
892,Colombia,England,1,1,round_of_16,last_16,2018-07-03,Moscow,Russia,2018,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup
893,Uruguay,France,0,2,quarterfinal,last_8,2018-07-06,Nizhny Novgorod,Russia,2018,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup
894,Brazil,Belgium,1,2,quarterfinal,last_8,2018-07-06,Kazan,Russia,2018,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup
895,Sweden,England,0,2,quarterfinal,last_8,2018-07-07,Samara,Russia,2018,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup
896,Russia,Croatia,2,2,quarterfinal,last_8,2018-07-07,Sochi,Russia,2018,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup
897,France,Belgium,1,0,semifinal,last_4,2018-07-10,Saint Petersburg,Russia,2018,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup
898,Croatia,England,2,1,semifinal,last_4,2018-07-11,Moscow,Russia,2018,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup
899,Belgium,England,2,0,final_3_4,last_3_4,2018-07-14,Saint Petersburg,Russia,2018,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup
900,France,Croatia,4,2,final,last_2,2018-07-15,Moscow,Russia,2018,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup
901,Qatar,Ecuador,0,2,group,last_32,2022-11-20,Al Khor,Qatar,2022,https://en.wikipedia.org/wiki/2022_FIFA_World_Cup
902,Senegal,Netherlands,0,2,group,last_32,2022-11-21,Doha,Qatar,2022,https://en.wikipedia.org/wiki/2022_FIFA_World_Cup
903,England,Iran,6,2,group,last_32,2022-11-21,Al Rayyan,Qatar,2022,https://en.wikipedia.org/wiki/2022_FIFA_World_Cup
904,United States,Wales,1,1,group,last_32,2022-11-21,Al Rayyan,Qatar,2022,https://en.wikipedia.org/wiki/2022_FIFA_World_Cup
905,Argentina,Saudi Arabia,1,2,group,last_32,2022-11-22,Lusail,Qatar,2022,https://en.wikipedia.org/wiki/2022_FIFA_World_Cup
906,Mexico,Poland,0,0,group,last_32,2022-11-22,Doha,Qatar,2022,https://en.wikipedia.org/wiki/2022_FIFA_World_Cup
907,Denmark,Tunisia,0,0,group,last_32,2022-11-22,Al Rayyan,Qatar,2022,https://en.wikipedia.org/wiki/2022_FIFA_World_Cup
908,France,Australia,4,1,group,last_32,2022-11-22,Al Wakrah,Qatar,2022,https://en.wikipedia.org/wiki/2022_FIFA_World_Cup
909,Germany,Japan,1,2,group,last_32,2022-11-23,Al Rayyan,Qatar,2022,https://en.wikipedia.org/wiki/2022_FIFA_World_Cup
910,Spain,Costa Rica,7,0,group,last_32,2022-11-23,Doha,Qatar,2022,https://en.wikipedia.org/wiki/2022_FIFA_World_Cup
911,Morocco,Croatia,0,0,group,last_32,2022-11-23,Al Khor,Qatar,2022,https://en.wikipedia.org/wiki/2022_FIFA_World_Cup
912,Belgium,Canada,1,0,group,last_32,2022-11-23,Al Rayyan,Qatar,2022,https://en.wikipedia.org/wiki/2022_FIFA_World_Cup
913,Switzerland,Cameroon,1,0,group,last_32,2022-11-24,Al Wakrah,Qatar,2022,https://en.wikipedia.org/wiki/2022_FIFA_World_Cup
914,Brazil,Serbia,2,0,group,last_32,2022-11-24,Lusail,Qatar,2022,https://en.wikipedia.org/wiki/2022_FIFA_World_Cup
915,Uruguay,South Korea,0,0,group,last_32,2022-11-24,Al Rayyan,Qatar,2022,https://en.wikipedia.org/wiki/2022_FIFA_World_Cup
916,Portugal,Ghana,3,2,group,last_32,2022-11-24,Doha,Qatar,2022,https://en.wikipedia.org/wiki/2022_FIFA_World_Cup
917,Qatar,Senegal,1,3,group,last_32,2022-11-25,Doha,Qatar,2022,https://en.wikipedia.org/wiki/2022_FIFA_World_Cup
918,Netherlands,Ecuador,1,1,group,last_32,2022-11-25,Al Rayyan,Qatar,2022,https://en.wikipedia.org/wiki/2022_FIFA_World_Cup
919,Wales,Iran,0,2,group,last_32,2022-11-25,Al Rayyan,Qatar,2022,https://en.wikipedia.org/wiki/2022_FIFA_World_Cup
920,England,United States,0,0,group,last_32,2022-11-25,Al Khor,Qatar,2022,https://en.wikipedia.org/wiki/2022_FIFA_World_Cup
921,Poland,Saudi Arabia,2,0,group,last_32,2022-11-26,Al Rayyan,Qatar,2022,https://en.wikipedia.org/wiki/2022_FIFA_World_Cup
922,Argentina,Mexico,2,0,group,last_32,2022-11-26,Lusail,Qatar,2022,https://en.wikipedia.org/wiki/2022_FIFA_World_Cup
923,Tunisia,Australia,0,1,group,last_32,2022-11-26,Al Wakrah,Qatar,2022,https://en.wikipedia.org/wiki/2022_FIFA_World_Cup
924,France,Denmark,2,1,group,last_32,2022-11-26,Doha,Qatar,2022,https://en.wikipedia.org/wiki/2022_FIFA_World_Cup
925,Japan,Costa Rica,0,1,group,last_32,2022-11-27,Al Rayyan,Qatar,2022,https://en.wikipedia.org/wiki/2022_FIFA_World_Cup
926,Spain,Germany,1,1,group,last_32,2022-11-27,Al Khor,Qatar,2022,https://en.wikipedia.org/wiki/2022_FIFA_World_Cup
927,Belgium,Morocco,0,2,group,last_32,2022-11-27,Doha,Qatar,2022,https://en.wikipedia.org/wiki/2022_FIFA_World_Cup
928,Croatia,Canada,4,1,group,last_32,2022-11-27,Al Rayyan,Qatar,2022,https://en.wikipedia.org/wiki/2022_FIFA_World_Cup
929,Cameroon,Serbia,3,3,group,last_32,2022-11-28,Al Wakrah,Qatar,2022,https://en.wikipedia.org/wiki/2022_FIFA_World_Cup
930,Brazil,Switzerland,1,0,group,last_32,2022-11-28,Doha,Qatar,2022,https://en.wikipedia.org/wiki/2022_FIFA_World_Cup
931,South Korea,Ghana,2,3,group,last_32,2022-11-28,Al Rayyan,Qatar,2022,https://en.wikipedia.org/wiki/2022_FIFA_World_Cup
932,Portugal,Uruguay,2,0,group,last_32,2022-11-28,Lusail,Qatar,2022,https://en.wikipedia.org/wiki/2022_FIFA_World_Cup
933,Ecuador,Senegal,1,2,group,last_32,2022-11-29,Al Rayyan,Qatar,2022,https://en.wikipedia.org/wiki/2022_FIFA_World_Cup
934,Qatar,Netherlands,0,2,group,last_32,2022-11-29,Al Khor,Qatar,2022,https://en.wikipedia.org/wiki/2022_FIFA_World_Cup
935,Wales,England,0,3,group,last_32,2022-11-29,Al Rayyan,Qatar,2022,https://en.wikipedia.org/wiki/2022_FIFA_World_Cup
936,Iran,United States,0,1,group,last_32,2022-11-29,Doha,Qatar,2022,https://en.wikipedia.org/wiki/2022_FIFA_World_Cup
937,Poland,Argentina,0,2,group,last_32,2022-11-30,Doha,Qatar,2022,https://en.wikipedia.org/wiki/2022_FIFA_World_Cup
938,Saudi Arabia,Mexico,1,2,group,last_32,2022-11-30,Lusail,Qatar,2022,https://en.wikipedia.org/wiki/2022_FIFA_World_Cup
939,Australia,Denmark,1,0,group,last_32,2022-11-30,Al Wakrah,Qatar,2022,https://en.wikipedia.org/wiki/2022_FIFA_World_Cup
940,Tunisia,France,1,0,group,last_32,2022-11-30,Al Rayyan,Qatar,2022,https://en.wikipedia.org/wiki/2022_FIFA_World_Cup
941,Japan,Spain,2,1,group,last_32,2022-12-01,Al Rayyan,Qatar,2022,https://en.wikipedia.org/wiki/2022_FIFA_World_Cup
942,Costa Rica,Germany,2,4,group,last_32,2022-12-01,Al Khor,Qatar,2022,https://en.wikipedia.org/wiki/2022_FIFA_World_Cup
943,Croatia,Belgium,0,0,group,last_32,2022-12-01,Al Rayyan,Qatar,2022,https://en.wikipedia.org/wiki/2022_FIFA_World_Cup
944,Canada,Morocco,1,2,group,last_32,2022-12-01,Doha,Qatar,2022,https://en.wikipedia.org/wiki/2022_FIFA_World_Cup
945,Serbia,Switzerland,2,3,group,last_32,2022-12-02,Doha,Qatar,2022,https://en.wikipedia.org/wiki/2022_FIFA_World_Cup
946,Cameroon,Brazil,1,0,group,last_32,2022-12-02,Lusail,Qatar,2022,https://en.wikipedia.org/wiki/2022_FIFA_World_Cup
947,Ghana,Uruguay,0,2,group,last_32,2022-12-02,Al Wakrah,Qatar,2022,https://en.wikipedia.org/wiki/2022_FIFA_World_Cup
948,South Korea,Portugal,2,1,group,last_32,2022-12-02,Al Rayyan,Qatar,2022,https://en.wikipedia.org/wiki/2022_FIFA_World_Cup
949,Netherlands,United States,3,1,round_of_16,last_16,2022-12-03,Al Rayyan,Qatar,2022,https://en.wikipedia.org/wiki/2022_FIFA_World_Cup
950,Argentina,Australia,2,1,round_of_16,last_16,2022-12-03,Al Rayyan,Qatar,2022,https://en.wikipedia.org/wiki/2022_FIFA_World_Cup
951,France,Poland,3,1,round_of_16,last_16,2022-12-04,Doha,Qatar,2022,https://en.wikipedia.org/wiki/2022_FIFA_World_Cup
952,England,Senegal,3,0,round_of_16,last_16,2022-12-04,Al Khor,Qatar,2022,https://en.wikipedia.org/wiki/2022_FIFA_World_Cup
953,Japan,Croatia,1,1,round_of_16,last_16,2022-12-05,Al Wakrah,Qatar,2022,https://en.wikipedia.org/wiki/2022_FIFA_World_Cup
954,Brazil,South Korea,4,1,round_of_16,last_16,2022-12-05,Doha,Qatar,2022,https://en.wikipedia.org/wiki/2022_FIFA_World_Cup
955,Morocco,Spain,0,0,round_of_16,last_16,2022-12-06,Al Rayyan,Qatar,2022,https://en.wikipedia.org/wiki/2022_FIFA_World_Cup
956,Portugal,Switzerland,6,1,round_of_16,last_16,2022-12-06,Lusail,Qatar,2022,https://en.wikipedia.org/wiki/2022_FIFA_World_Cup
957,Croatia,Brazil,1,1,quarterfinal,last_8,2022-12-09,Al Rayyan,Qatar,2022,https://en.wikipedia.org/wiki/2022_FIFA_World_Cup
958,Netherlands,Argentina,2,2,quarterfinal,last_8,2022-12-09,Lusail,Qatar,2022,https://en.wikipedia.org/wiki/2022_FIFA_World_Cup
959,Morocco,Portugal,1,0,quarterfinal,last_8,2022-12-10,Doha,Qatar,2022,https://en.wikipedia.org/wiki/2022_FIFA_World_Cup
960,England,France,1,2,quarterfinal,last_8,2022-12-10,Al Khor,Qatar,2022,https://en.wikipedia.org/wiki/2022_FIFA_World_Cup
961,Argentina,Croatia,3,0,semifinal,last_4,2022-12-13,Lusail,Qatar,2022,https://en.wikipedia.org/wiki/2022_FIFA_World_Cup
962,France,Morocco,2,0,semifinal,last_4,2022-12-14,Al Khor,Qatar,2022,https://en.wikipedia.org/wiki/2022_FIFA_World_Cup
963,Croatia,Morocco,2,1,final_3_4,last_3_4,2022-12-17,Al Rayyan,Qatar,2022,https://en.wikipedia.org/wiki/2022_FIFA_World_Cup
964,Argentina,France,3,3,final,last_2,2022-12-18,Lusail,Qatar,2022,https://en.wikipedia.org/wiki/2022_FIFA_World_Cup
965,Mexico,South Africa,2,0,group,last_48,2026-06-11,Mexico City,Mexico,2026,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup
966,South Korea,Czech Republic,2,1,group,last_48,2026-06-11,Zapopan,Mexico,2026,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup
967,Canada,Bosnia and Herzegovina,1,1,group,last_48,2026-06-12,Toronto,Canada,2026,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup
968,United States,Paraguay,4,1,group,last_48,2026-06-12,Inglewood,United States,2026,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup
969,Qatar,Switzerland,1,1,group,last_48,2026-06-13,Santa Clara,United States,2026,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup
970,Brazil,Morocco,1,1,group,last_48,2026-06-13,East Rutherford,United States,2026,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup
971,Haiti,Scotland,0,1,group,last_48,2026-06-13,Foxborough,United States,2026,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup
972,Australia,Turkey,2,0,group,last_48,2026-06-13,Vancouver,Canada,2026,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup
973,Germany,Curaçao,7,1,group,last_48,2026-06-14,Houston,United States,2026,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup
974,Ivory Coast,Ecuador,1,0,group,last_48,2026-06-14,Philadelphia,United States,2026,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup
975,Netherlands,Japan,2,2,group,last_48,2026-06-14,Arlington,United States,2026,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup
976,Sweden,Tunisia,5,1,group,last_48,2026-06-14,Guadalupe,Mexico,2026,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup
977,Belgium,Egypt,1,1,group,last_48,2026-06-15,Seattle,United States,2026,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup
978,Iran,New Zealand,2,2,group,last_48,2026-06-15,Inglewood,United States,2026,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup
979,Spain,Cape Verde,0,0,group,last_48,2026-06-15,Atlanta,United States,2026,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup
980,Saudi Arabia,Uruguay,1,1,group,last_48,2026-06-15,Miami Gardens,United States,2026,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup
981,France,Senegal,3,1,group,last_48,2026-06-16,East Rutherford,United States,2026,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup
982,Iraq,Norway,1,4,group,last_48,2026-06-16,Foxborough,United States,2026,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup
983,Argentina,Algeria,3,0,group,last_48,2026-06-16,Kansas City,United States,2026,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup
984,Austria,Jordan,3,1,group,last_48,2026-06-16,Santa Clara,United States,2026,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup
985,Portugal,DR Congo,1,1,group,last_48,2026-06-17,Houston,United States,2026,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup
986,Uzbekistan,Colombia,1,3,group,last_48,2026-06-17,Mexico City,Mexico,2026,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup
987,England,Croatia,4,2,group,last_48,2026-06-17,Arlington,United States,2026,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup
988,Ghana,Panama,1,0,group,last_48,2026-06-17,Toronto,Canada,2026,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup
989,Czech Republic,South Africa,1,1,group,last_48,2026-06-18,Atlanta,United States,2026,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup
990,Mexico,South Korea,1,0,group,last_48,2026-06-18,Zapopan,Mexico,2026,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup
991,Switzerland,Bosnia and Herzegovina,4,1,group,last_48,2026-06-18,Inglewood,United States,2026,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup
992,Canada,Qatar,6,0,group,last_48,2026-06-18,Vancouver,Canada,2026,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup
