id,name_country_1,name_country_2,goals_country_1,goals_country_2,phase,phase_rank,date,home_city,home_country,world_cup,wikipedia
616,Senegal,Uruguay,3,3,group,last_32,2002-06-11,Suwon,South Korea,2002,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup
617,Nigeria,England,0,0,group,last_32,2002-06-12,Osaka,Japan,2002,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup
618,Slovenia,Paraguay,1,3,group,last_32,2002-06-12,Seogwipo,South Korea,2002,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup
619,South Africa,Spain,2,3,group,last_32,2002-06-12,Daejeon,South Korea,2002,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup
620,Sweden,Argentina,1,1,group,last_32,2002-06-12,Rifu,Japan,2002,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup
621,Costa Rica,Brazil,2,5,group,last_32,2002-06-13,Suwon,South Korea,2002,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup
622,Ecuador,Croatia,1,0,group,last_32,2002-06-13,Yokohama,Japan,2002,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup
623,Mexico,Italy,1,1,group,last_32,2002-06-13,Ōita,Japan,2002,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup
624,Turkey,China,3,0,group,last_32,2002-06-13,Seoul,South Korea,2002,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup
625,Belgium,Russia,3,2,group,last_32,2002-06-14,Fukuroi,Japan,2002,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup
626,Japan,Tunisia,2,0,group,last_32,2002-06-14,Osaka,Japan,2002,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup
627,South Korea,Portugal,1,0,group,last_32,2002-06-14,Incheon,South Korea,2002,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup
628,Poland,United States,3,1,group,last_32,2002-06-14,Daejeon,South Korea,2002,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup
629,Denmark,England,0,3,round_of_16,last_16,2002-06-15,Niigata,Japan,2002,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup
630,Germany,Paraguay,1,0,round_of_16,last_16,2002-06-15,Seogwipo,South Korea,2002,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup
631,Spain,Republic of Ireland,1,1,round_of_16,last_16,2002-06-16,Suwon,South Korea,2002,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup
632,Sweden,Senegal,1,2,round_of_16,last_16,2002-06-16,Ōita,Japan,2002,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup
633,Brazil,Belgium,2,0,round_of_16,last_16,2002-06-17,Kobe,Japan,2002,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup
634,Mexico,United States,0,2,round_of_16,last_16,2002-06-17,Jeonju,South Korea,2002,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup
635,Japan,Turkey,0,1,round_of_16,last_16,2002-06-18,Rifu,Japan,2002,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup
636,South Korea,Italy,2,1,round_of_16,last_16,2002-06-18,Daejeon,South Korea,2002,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup
637,England,Brazil,1,2,quarterfinal,last_8,2002-06-21,Fukuroi,Japan,2002,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup
638,Germany,United States,1,0,quarterfinal,last_8,2002-06-21,Ulsan,South Korea,2002,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup
639,South Korea,Spain,0,0,quarterfinal,last_8,2002-06-22,Gwangju,South Korea,2002,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup
640,Senegal,Turkey,0,1,quarterfinal,last_8,2002-06-22,Osaka,Japan,2002,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup
641,South Korea,Germany,0,1,semifinal,last_4,2002-06-25,Seoul,South Korea,2002,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup
642,Brazil,Turkey,1,0,semifinal,last_4,2002-06-26,Saitama,Japan,2002,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup
643,South Korea,Turkey,2,3,final_3_4,last_3_4,2002-06-29,Daegu,South Korea,2002,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup
644,Germany,Brazil,0,2,final,last_2,2002-06-30,Yokohama,Japan,2002,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup
645,Germany,Costa Rica,4,2,group,last_32,2006-06-09,Munich,Germany,2006,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup
646,Poland,Ecuador,0,2,group,last_32,2006-06-09,Gelsenkirchen,Germany,2006,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup
647,Argentina,Ivory Coast,2,1,group,last_32,2006-06-10,Hamburg,Germany,2006,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup
648,England,Paraguay,1,0,group,last_32,2006-06-10,Frankfurt,Germany,2006,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup
649,Trinidad and Tobago,Sweden,0,0,group,last_32,2006-06-10,Dortmund,Germany,2006,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup
650,Angola,Portugal,0,1,group,last_32,2006-06-11,Cologne,Germany,2006,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup
651,Mexico,Iran,3,1,group,last_32,2006-06-11,Nuremberg,Germany,2006,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup
652,Serbia,Netherlands,0,1,group,last_32,2006-06-11,Leipzig,Germany,2006,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup
653,Australia,Japan,3,1,group,last_32,2006-06-12,Kaiserslautern,Germany,2006,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup
654,Italy,Ghana,2,0,group,last_32,2006-06-12,Hanover,Germany,2006,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup
655,United States,Czech Republic,0,3,group,last_32,2006-06-12,Gelsenkirchen,Germany,2006,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup
656,Brazil,Croatia,1,0,group,last_32,2006-06-13,Berlin,Germany,2006,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup
657,France,Switzerland,0,0,group,last_32,2006-06-13,Stuttgart,Germany,2006,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup
658,South Korea,Togo,2,1,group,last_32,2006-06-13,Frankfurt,Germany,2006,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup
659,Germany,Poland,1,0,group,last_32,2006-06-14,Dortmund,Germany,2006,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup
660,Spain,Ukraine,4,0,group,last_32,2006-06-14,Leipzig,Germany,2006,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup
661,Tunisia,Saudi Arabia,2,2,group,last_32,2006-06-14,Munich,Germany,2006,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup
662,Ecuador,Costa Rica,3,0,group,last_32,2006-06-15,Hamburg,Germany,2006,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup
663,England,Trinidad and Tobago,2,0,group,last_32,2006-06-15,Nuremberg,Germany,2006,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup
664,Sweden,Paraguay,1,0,group,last_32,2006-06-15,Berlin,Germany,2006,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup
665,Argentina,Serbia,6,0,group,last_32,2006-06-16,Gelsenkirchen,Germany,2006,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup
666,Mexico,Angola,0,0,group,last_32,2006-06-16,Hanover,Germany,2006,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup
667,Netherlands,Ivory Coast,2,1,group,last_32,2006-06-16,Stuttgart,Germany,2006,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup
668,Czech Republic,Ghana,0,2,group,last_32,2006-06-17,Cologne,Germany,2006,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup
669,Italy,United States,1,1,group,last_32,2006-06-17,Kaiserslautern,Germany,2006,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup
670,Portugal,Iran,2,0,group,last_32,2006-06-17,Frankfurt,Germany,2006,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup
671,Brazil,Australia,2,0,group,last_32,2006-06-18,Munich,Germany,2006,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup
672,France,South Korea,1,1,group,last_32,2006-06-18,Leipzig,Germany,2006,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup
673,Japan,Croatia,0,0,group,last_32,2006-06-18,Nuremberg,Germany,2006,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup
674,Saudi Arabia,Ukraine,0,4,group,last_32,2006-06-19,Hamburg,Germany,2006,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup
675,Spain,Tunisia,3,1,group,last_32,2006-06-19,Stuttgart,Germany,2006,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup
676,Togo,Switzerland,0,2,group,last_32,2006-06-19,Dortmund,Germany,2006,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup
677,Costa Rica,Poland,1,2,group,last_32,2006-06-20,Hanover,Germany,2006,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup
678,Germany,Ecuador,3,0,group,last_32,2006-06-20,Berlin,Germany,2006,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup
679,Paraguay,Trinidad and Tobago,2,0,group,last_32,2006-06-20,Kaiserslautern,Germany,2006,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup
680,Sweden,England,2,2,group,last_32,2006-06-20,Cologne,Germany,2006,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup
681,Iran,Angola,1,1,group,last_32,2006-06-21,Leipzig,Germany,2006,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup
682,Ivory Coast,Serbia,3,2,group,last_32,2006-06-21,Munich,Germany,2006,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup
683,Netherlands,Argentina,0,0,group,last_32,2006-06-21,Frankfurt,Germany,2006,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup
684,Portugal,Mexico,2,1,group,last_32,2006-06-21,Gelsenkirchen,Germany,2006,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup
685,Croatia,Australia,2,2,group,last_32,2006-06-22,Stuttgart,Germany,2006,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup
686,Czech Republic,Italy,0,2,group,last_32,2006-06-22,Hamburg,Germany,2006,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup
687,Ghana,United States,2,1,group,last_32,2006-06-22,Nuremberg,Germany,2006,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup
688,Japan,Brazil,1,4,group,last_32,2006-06-22,Dortmund,Germany,2006,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup
689,Saudi Arabia,Spain,0,1,group,last_32,2006-06-23,Kaiserslautern,Germany,2006,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup
690,Switzerland,South Korea,2,0,group,last_32,2006-06-23,Hanover,Germany,2006,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup
691,Togo,France,0,2,group,last_32,2006-06-23,Cologne,Germany,2006,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup
692,Ukraine,Tunisia,1,0,group,last_32,2006-06-23,Berlin,Germany,2006,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup
693,Argentina,Mexico,2,1,round_of_16,last_16,2006-06-24,Leipzig,Germany,2006,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup
694,Germany,Sweden,2,0,round_of_16,last_16,2006-06-24,Munich,Germany,2006,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup
695,England,Ecuador,1,0,round_of_16,last_16,2006-06-25,Stuttgart,Germany,2006,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup
696,Portugal,Netherlands,1,0,round_of_16,last_16,2006-06-25,Nuremberg,Germany,2006,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup
697,Italy,Australia,1,0,round_of_16,last_16,2006-06-26,Kaiserslautern,Germany,2006,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup
698,Switzerland,Ukraine,0,0,round_of_16,last_16,2006-06-26,Cologne,Germany,2006,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup
699,Brazil,Ghana,3,0,round_of_16,last_16,2006-06-27,Dortmund,Germany,2006,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup
700,Spain,France,1,3,round_of_16,last_16,2006-06-27,Hanover,Germany,2006,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup
701,Germany,Argentina,1,1,quarterfinal,last_8,2006-06-30,Berlin,Germany,2006,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup
702,Italy,Ukraine,3,0,quarterfinal,last_8,2006-06-30,Hamburg,Germany,2006,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup
703,Brazil,France,0,1,quarterfinal,last_8,2006-07-01,Frankfurt,Germany,2006,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup
704,England,Portugal,0,0,quarterfinal,last_8,2006-07-01,Gelsenkirchen,Germany,2006,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup
705,Germany,Italy,0,2,semifinal,last_4,2006-07-04,Dortmund,Germany,2006,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup
706,Portugal,France,0,1,semifinal,last_4,2006-07-05,Munich,Germany,2006,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup
707,Germany,Portugal,3,1,final_3_4,last_3_4,2006-07-08,Stuttgart,Germany,2006,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup
708,Italy,France,1,1,final,last_2,2006-07-09,Berlin,Germany,2006,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup
709,South Africa,Mexico,1,1,group,last_32,2010-06-11,Johannesburg,South Africa,2010,https://en.wikipedia.org/wiki/2010_FIFA_World_Cup
710,Uruguay,France,0,0,group,last_32,2010-06-11,Cape Town,South Africa,2010,https://en.wikipedia.org/wiki/2010_FIFA_World_Cup
711,Argentina,Nigeria,1,0,group,last_32,2010-06-12,Johannesburg,South Africa,2010,https://en.wikipedia.org/wiki/2010_FIFA_World_Cup
712,England,United States,1,1,group,last_32,2010-06-12,Rustenburg,South Africa,2010,https://en.wikipedia.org/wiki/2010_FIFA_World_Cup
713,South Korea,Greece,2,0,group,last_32,2010-06-12,Port Elizabeth,South Africa,2010,https://en.wikipedia.org/wiki/2010_FIFA_World_Cup
714,Algeria,Slovenia,0,1,group,last_32,2010-06-13,Polokwane,South Africa,2010,https://en.wikipedia.org/wiki/2010_FIFA_World_Cup
715,Germany,Australia,4,0,group,last_32,2010-06-13,Durban,South Africa,2010,https://en.wikipedia.org/wiki/2010_FIFA_World_Cup
716,Serbia,Ghana,0,1,group,last_32,2010-06-13,Pretoria,South Africa,2010,https://en.wikipedia.org/wiki/2010_FIFA_World_Cup
717,Italy,Paraguay,1,1,group,last_32,2010-06-14,Cape Town,South Africa,2010,https://en.wikipedia.org/wiki/2010_FIFA_World_Cup
718,Japan,Cameroon,1,0,group,last_32,2010-06-14,Bloemfontein,South Africa,2010,https://en.wikipedia.org/wiki/2010_FIFA_World_Cup
719,Netherlands,Denmark,2,0,group,last_32,2010-06-14,Johannesburg,South Africa,2010,https://en.wikipedia.org/wiki/2010_FIFA_World_Cup
720,Brazil,North Korea,2,1,group,last_32,2010-06-15,Johannesburg,South Africa,2010,https://en.wikipedia.org/wiki/2010_FIFA_World_Cup
721,Ivory Coast,Portugal,0,0,group,last_32,2010-06-15,Port Elizabeth,South Africa,2010,https://en.wikipedia.org/wiki/2010_FIFA_World_Cup
722,New Zealand,Slovakia,1,1,group,last_32,2010-06-15,Rustenburg,South Africa,2010,https://en.wikipedia.org/wiki/2010_FIFA_World_Cup
723,Honduras,Chile,0,1,group,last_32,2010-06-16,Nelspruit,South Africa,2010,https://en.wikipedia.org/wiki/2010_FIFA_World_Cup
724,South Africa,Uruguay,0,3,group,last_32,2010-06-16,Pretoria,South Africa,2010,https://en.wikipedia.org/wiki/2010_FIFA_World_Cup
725,Spain,Switzerland,0,1,group,last_32,2010-06-16,Durban,South Africa,2010,https://en.wikipedia.org/wiki/2010_FIFA_World_Cup
726,Argentina,South Korea,4,1,group,last_32,2010-06-17,Johannesburg,South Africa,2010,https://en.wikipedia.org/wiki/2010_FIFA_World_Cup
727,France,Mexico,0,2,group,last_32,2010-06-17,Polokwane,South Africa,2010,https://en.wikipedia.org/wiki/2010_FIFA_World_Cup
728,Greece,Nigeria,2,1,group,last_32,2010-06-17,Bloemfontein,South Africa,2010,https://en.wikipedia.org/wiki/2010_FIFA_World_Cup
729,England,Algeria,0,0,group,last_32,2010-06-18,Cape Town,South Africa,2010,https://en.wikipedia.org/wiki/2010_FIFA_World_Cup
730,Germany,Serbia,0,1,group,last_32,2010-06-18,Port Elizabeth,South Africa,2010,https://en.wikipedia.org/wiki/2010_FIFA_World_Cup
731,Slovenia,United States,2,2,group,last_32,2010-06-18,Johannesburg,South Africa,2010,https://en.wikipedia.org/wiki/2010_FIFA_World_Cup
732,Cameroon,Denmark,1,2,group,last_32,2010-06-19,Pretoria,South Africa,2010,https://en.wikipedia.org/wiki/2010_FIFA_World_Cup
733,Ghana,Australia,1,1,group,last_32,2010-06-19,Rustenburg,South Africa,2010,https://en.wikipedia.org/wiki/2010_FIFA_World_Cup
734,Netherlands,Japan,1,0,group,last_32,2010-06-19,Durban,South Africa,2010,https://en.wikipedia.org/wiki/2010_FIFA_World_Cup
735,Brazil,Ivory Coast,3,1,group,last_32,2010-06-20,Johannesburg,South Africa,2010,https://en.wikipedia.org/wiki/2010_FIFA_World_Cup
736,Italy,New Zealand,1,1,group,last_32,2010-06-20,Nelspruit,South Africa,2010,https://en.wikipedia.org/wiki/2010_FIFA_World_Cup
737,Slovakia,Paraguay,0,2,group,last_32,2010-06-20,Bloemfontein,South Africa,2010,https://en.wikipedia.org/wiki/2010_FIFA_World_Cup
738,Chile,Switzerland,1,0,group,last_32,2010-06-21,Port Elizabeth,South Africa,2010,https://en.wikipedia.org/wiki/2010_FIFA_World_Cup
739,Portugal,North Korea,7,0,group,last_32,2010-06-21,Cape Town,South Africa,2010,https://en.wikipedia.org/wiki/2010_FIFA_World_Cup
740,Spain,Honduras,2,0,group,last_32,2010-06-21,Johannesburg,South Africa,2010,https://en.wikipedia.org/wiki/2010_FIFA_World_Cup
741,Greece,Argentina,0,2,group,last_32,2010-06-22,Polokwane,South Africa,2010,https://en.wikipedia.org/wiki/2010_FIFA_World_Cup
742,Mexico,Uruguay,0,1,group,last_32,2010-06-22,Rustenburg,South Africa,2010,https://en.wikipedia.org/wiki/2010_FIFA_World_Cup
743,Nigeria,South Korea,2,2,group,last_32,2010-06-22,Durban,South Africa,2010,https://en.wikipedia.org/wiki/2010_FIFA_World_Cup
744,South Africa,France,2,1,group,last_32,2010-06-22,Bloemfontein,South Africa,2010,https://en.wikipedia.org/wiki/2010_FIFA_World_Cup
745,Australia,Serbia,2,1,group,last_32,2010-06-23,Nelspruit,South Africa,2010,https://en.wikipedia.org/wiki/2010_FIFA_World_Cup
746,Ghana,Germany,0,1,group,last_32,2010-06-23,Johannesburg,South Africa,2010,https://en.wikipedia.org/wiki/2010_FIFA_World_Cup
747,Slovenia,England,0,1,group,last_32,2010-06-23,Port Elizabeth,South Africa,2010,https://en.wikipedia.org/wiki/2010_FIFA_World_Cup
748,United States,Algeria,1,0,group,last_32,2010-06-23,Pretoria,South Africa,2010,https://en.wikipedia.org/wiki/2010_FIFA_World_Cup
749,Cameroon,Netherlands,1,2,group,last_32,2010-06-24,Cape Town,South Africa,2010,https://en.wikipedia.org/wiki/2010_FIFA_World_Cup
750,Denmark,Japan,1,3,group,last_32,2010-06-24,Rustenburg,South Africa,2010,https://en.wikipedia.org/wiki/2010_FIFA_World_Cup
751,Paraguay,New Zealand,0,0,group,last_32,2010-06-24,Polokwane,South Africa,2010,https://en.wikipedia.org/wiki/2010_FIFA_World_Cup
752,Slovakia,Italy,3,2,group,last_32,2010-06-24,Johannesburg,South Africa,2010,https://en.wikipedia.org/wiki/2010_FIFA_World_Cup
753,Chile,Spain,1,2,group,last_32,2010-06-25,Pretoria,South Africa,2010,https://en.wikipedia.org/wiki/2010_FIFA_World_Cup
754,North Korea,Ivory Coast,0,3,group,last_32,2010-06-25,Nelspruit,South Africa,2010,https://en.wikipedia.org/wiki/2010_FIFA_World_Cup
755,Portugal,Brazil,0,0,group,last_32,2010-06-25,Durban,South Africa,2010,https://en.wikipedia.org/wiki/2010_FIFA_World_Cup
756,Switzerland,Honduras,0,0,group,last_32,2010-06-25,Bloemfontein,South Africa,2010,https://en.wikipedia.org/wiki/2010_FIFA_World_Cup
757,Uruguay,South Korea,2,1,round_of_16,last_16,2010-06-26,Port Elizabeth,South Africa,2010,https://en.wikipedia.org/wiki/2010_FIFA_World_Cup
758,United States,Ghana,1,2,round_of_16,last_16,2010-06-26,Rustenburg,South Africa,2010,https://en.wikipedia.org/wiki/2010_FIFA_World_Cup
759,Argentina,Mexico,3,1,round_of_16,last_16,2010-06-27,Johannesburg,South Africa,2010,https://en.wikipedia.org/wiki/2010_FIFA_World_Cup
760,Germany,England,4,1,round_of_16,last_16,2010-06-27,Bloemfontein,South Africa,2010,https://en.wikipedia.org/wiki/2010_FIFA_World_Cup
761,Brazil,Chile,3,0,round_of_16,last_16,2010-06-28,Johannesburg,South Africa,2010,https://en.wikipedia.org/wiki/2010_FIFA_World_Cup
762,Netherlands,Slovakia,2,1,round_of_16,last_16,2010-06-28,Durban,South Africa,2010,https://en.wikipedia.org/wiki/2010_FIFA_World_Cup
763,Paraguay,Japan,0,0,round_of_16,last_16,2010-06-29,Pretoria,South Africa,2010,https://en.wikipedia.org/wiki/2010_FIFA_World_Cup
764,Spain,Portugal,1,0,round_of_16,last_16,2010-06-29,Cape Town,South Africa,2010,https://en.wikipedia.org/wiki/2010_FIFA_World_Cup
765,Netherlands,Brazil,2,1,quarterfinal,last_8,2010-07-02,Port Elizabeth,South Africa,2010,https://en.wikipedia.org/wiki/2010_FIFA_World_Cup
766,Uruguay,Ghana,1,1,quarterfinal,last_8,2010-07-02,Johannesburg,South Africa,2010,https://en.wikipedia.org/wiki/2010_FIFA_World_Cup
767,Argentina,Germany,0,4,quarterfinal,last_8,2010-07-03,Cape Town,South Africa,2010,https://en.wikipedia.org/wiki/2010_FIFA_World_Cup
768,Paraguay,Spain,0,1,quarterfinal,last_8,2010-07-03,Johannesburg,South Africa,2010,https://en.wikipedia.org/wiki/2010_FIFA_World_Cup
769,Uruguay,Netherlands,2,3,semifinal,last_4,2010-07-06,Cape Town,South Africa,2010,https://en.wikipedia.org/wiki/2010_FIFA_World_Cup
770,Germany,Spain,0,1,semifinal,last_4,2010-07-07,Durban,South Africa,2010,https://en.wikipedia.org/wiki/2010_FIFA_World_Cup
771,Uruguay,Germany,2,3,final_3_4,last_3_4,2010-07-10,Port Elizabeth,South Africa,2010,https://en.wikipedia.org/wiki/2010_FIFA_World_Cup
772,Netherlands,Spain,0,1,final,last_2,2010-07-11,Johannesburg,South Africa,2010,https://en.wikipedia.org/wiki/2010_FIFA_World_Cup
773,Brazil,Croatia,3,1,group,last_32,2014-06-12,São Paulo,Brazil,2014,https://en.wikipedia.org/wiki/2014_FIFA_World_Cup
774,Chile,Australia,3,1,group,last_32,2014-06-13,Cuiabá,Brazil,2014,https://en.wikipedia.org/wiki/2014_FIFA_World_Cup
775,Mexico,Cameroon,1,0,group,last_32,2014-06-13,Natal,Brazil,2014,https://en.wikipedia.org/wiki/2014_FIFA_World_Cup
776,Spain,Netherlands,1,5,group,last_32,2014-06-13,Salvador,Brazil,2014,https://en.wikipedia.org/wiki/2014_FIFA_World_Cup
777,Colombia,Greece,3,0,group,last_32,2014-06-14,Belo Horizonte,Brazil,2014,https://en.wikipedia.org/wiki/2014_FIFA_World_Cup
778,England,Italy,1,2,group,last_32,2014-06-14,Manaus,Brazil,2014,https://en.wikipedia.org/wiki/2014_FIFA_World_Cup
779,Ivory Coast,Japan,2,1,group,last_32,2014-06-14,Recife,Brazil,2014,https://en.wikipedia.org/wiki/2014_FIFA_World_Cup
780,Uruguay,Costa Rica,1,3,group,last_32,2014-06-14,Fortaleza,Brazil,2014,https://en.wikipedia.org/wiki/2014_FIFA_World_Cup
781,Argentina,Bosnia and Herzegovina,2,1,group,last_32,2014-06-15,Rio de Janeiro,Brazil,2014,https://en.wikipedia.org/wiki/2014_FIFA_World_Cup
782,France,Honduras,3,0,group,last_32,2014-06-15,Porto Alegre,Brazil,2014,https://en.wikipedia.org/wiki/2014_FIFA_World_Cup
783,Switzerland,Ecuador,2,1,group,last_32,2014-06-15,Brasília,Brazil,2014,https://en.wikipedia.org/wiki/2014_FIFA_World_Cup
784,Germany,Portugal,4,0,group,last_32,2014-06-16,Salvador,Brazil,2014,https://en.wikipedia.org/wiki/2014_FIFA_World_Cup
785,Ghana,United States,1,2,group,last_32,2014-06-16,Natal,Brazil,2014,https://en.wikipedia.org/wiki/2014_FIFA_World_Cup
786,Iran,Nigeria,0,0,group,last_32,2014-06-16,Curitiba,Brazil,2014,https://en.wikipedia.org/wiki/2014_FIFA_World_Cup
787,Belgium,Algeria,2,1,group,last_32,2014-06-17,Belo Horizonte,Brazil,2014,https://en.wikipedia.org/wiki/2014_FIFA_World_Cup
788,Brazil,Mexico,0,0,group,last_32,2014-06-17,Fortaleza,Brazil,2014,https://en.wikipedia.org/wiki/2014_FIFA_World_Cup
789,Russia,South Korea,1,1,group,last_32,2014-06-17,Cuiabá,Brazil,2014,https://en.wikipedia.org/wiki/2014_FIFA_World_Cup
790,Australia,Netherlands,2,3,group,last_32,2014-06-18,Curitiba,Brazil,2014,https://en.wikipedia.org/wiki/2014_FIFA_World_Cup
791,Cameroon,Croatia,0,4,group,last_32,2014-06-18,Manaus,Brazil,2014,https://en.wikipedia.org/wiki/2014_FIFA_World_Cup
792,Spain,Chile,0,2,group,last_32,2014-06-18,Rio de Janeiro,Brazil,2014,https://en.wikipedia.org/wiki/2014_FIFA_World_Cup
793,Colombia,Ivory Coast,2,1,group,last_32,2014-06-19,Brasília,Brazil,2014,https://en.wikipedia.org/wiki/2014_FIFA_World_Cup
794,Japan,Greece,0,0,group,last_32,2014-06-19,Natal,Brazil,2014,https://en.wikipedia.org/wiki/2014_FIFA_World_Cup
795,Uruguay,England,2,1,group,last_32,2014-06-19,São Paulo,Brazil,2014,https://en.wikipedia.org/wiki/2014_FIFA_World_Cup
796,Honduras,Ecuador,1,2,group,last_32,2014-06-20,Curitiba,Brazil,2014,https://en.wikipedia.org/wiki/2014_FIFA_World_Cup
797,Italy,Costa Rica,0,1,group,last_32,2014-06-20,Recife,Brazil,2014,https://en.wikipedia.org/wiki/2014_FIFA_World_Cup
798,Switzerland,France,2,5,group,last_32,2014-06-20,Salvador,Brazil,2014,https://en.wikipedia.org/wiki/2014_FIFA_World_Cup
799,Argentina,Iran,1,0,group,last_32,2014-06-21,Belo Horizonte,Brazil,2014,https://en.wikipedia.org/wiki/2014_FIFA_World_Cup
800,Germany,Ghana,2,2,group,last_32,2014-06-21,Fortaleza,Brazil,2014,https://en.wikipedia.org/wiki/2014_FIFA_World_Cup
801,Nigeria,Bosnia and Herzegovina,1,0,group,last_32,2014-06-21,Cuiabá,Brazil,2014,https://en.wikipedia.org/wiki/2014_FIFA_World_Cup
802,Belgium,Russia,1,0,group,last_32,2014-06-22,Rio de Janeiro,Brazil,2014,https://en.wikipedia.org/wiki/2014_FIFA_World_Cup
803,South Korea,Algeria,2,4,group,last_32,2014-06-22,Porto Alegre,Brazil,2014,https://en.wikipedia.org/wiki/2014_FIFA_World_Cup
